measure,level,series,sex,mean,sd,dispersion,cohort,n,modality,source_kind,notes,citation
disc,L4L5,Bach 2019,M,9.2,1.6,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,L5S1,Bach 2019,M,8.8,1.6,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,T12L1,Bach 2019,F,4.8,0.8,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,L1L2,Bach 2019,F,5.8,0.9,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,L2L3,Bach 2019,F,6.9,1.1,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,L3L4,Bach 2019,F,7.6,1.2,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,L4L5,Bach 2019,F,8.5,1.6,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,L5S1,Bach 2019,F,8.6,1.8,unlabelled,"adults, USA",240,CT,primary,"mean of three, dispersion unlabelled",Bach K et al. World Neurosurg 2019;124:e106-e118
disc,T12L1,Yadav 2020,M,6.45,1.27,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L1L2,Yadav 2020,M,7.33,1.48,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L2L3,Yadav 2020,M,8.66,1.68,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L3L4,Yadav 2020,M,9.76,1.8,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L4L5,Yadav 2020,M,10.6,1.76,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L5S1,Yadav 2020,M,9.82,1.99,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,T12L1,Yadav 2020,F,6.35,1.27,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L1L2,Yadav 2020,F,7.3,1.37,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L2L3,Yadav 2020,F,8.45,1.41,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L3L4,Yadav 2020,F,10.17,6.87,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L4L5,Yadav 2020,F,10.23,1.65,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,L5S1,Yadav 2020,F,9.37,2.25,SD,"adults, Indian",302,MDCT,primary,,Yadav U et al. Int J Spine Surg 2020;14(2):175-181
disc,T12L1,Busscher 2010,M,9.3,2.1,SD,"fresh-frozen cadaver, male",6,CT 1.0 mm,primary,central height,Busscher I et al. Eur Spine J 2010;19(7):1104-1114
disc,L1L2,Busscher 2010,M,10.3,3.2,SD,"fresh-frozen cadaver, male",6,CT 1.0 mm,primary,central height,Busscher I et al. Eur Spine J 2010;19(7):1104-1114
disc,L2L3,Busscher 2010,M,11.5,2.3,SD,"fresh-frozen cadaver, male",6,CT 1.0 mm,primary,central height,Busscher I et al. Eur Spine J 2010;19(7):1104-1114
disc,L3L4,Busscher 2010,M,11.8,2.1,SD,"fresh-frozen cadaver, male",6,CT 1.0 mm,primary,central height,Busscher I et al. Eur Spine J 2010;19(7):1104-1114
disc,L4L5,Busscher 2010,M,12.7,2.6,SD,"fresh-frozen cadaver, male",6,CT 1.0 mm,primary,central height,Busscher I et al. Eur Spine J 2010;19(7):1104-1114
disc,L5S1,Busscher 2010,M,8.8,3.2,SD,"fresh-frozen cadaver, male",6,CT 1.0 mm,primary,central height,Busscher I et al. Eur Spine J 2010;19(7):1104-1114
disc,L1L2,Twomey 1985,M,9.2,1.0,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L2L3,Twomey 1985,M,9.8,1.2,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L3L4,Twomey 1985,M,10.3,1.0,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L4L5,Twomey 1985,M,11.3,1.3,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L5S1,Twomey 1985,M,10.6,1.6,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L1L2,Twomey 1985,F,6.1,2.5,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L2L3,Twomey 1985,F,8.0,1.3,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L3L4,Twomey 1985,F,8.2,1.2,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L4L5,Twomey 1985,F,8.5,1.3,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
disc,L5S1,Twomey 1985,F,8.1,1.2,SD,"post-mortem, Australian",204,mid-sagittal section,primary,"area divided by AP depth, age 20-35","Twomey L, Taylor J. Acta Orthop Scand 1985;56(6):496-499"
canal_w,T11,Panjabi 1992,all,19.4,0.95,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Table 4, p. 893 (SCW)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
canal_w,T12,Panjabi 1992,all,22.2,1.12,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Table 4, p. 893 (SCW)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
canal_ap,T11,Panjabi 1992,all,16.0,0.46,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Table 4, p. 893 (SCD)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
canal_ap,T12,Panjabi 1992,all,18.1,0.62,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Table 4, p. 893 (SCD)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
pedicle,T11,Panjabi 1992,all,9.75,0.635,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Table 5, p. 894 (mean of PDWr and PDWl)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
pedicle,T12,Panjabi 1992,all,8.7,0.745,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Table 5, p. 894 (mean of PDWr and PDWl)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
endplate,T11,Panjabi 1992,all,35.2,,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Figure 4A, p. 896 (EPWu, digitised; Table 3 p. 892 missing from all scans)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
endplate,T12,Panjabi 1992,all,39.2,,SEM,cadaveric dry bone,12,3-D digitiser,primary,"Figure 4A, p. 896 (EPWu, digitised; Table 3 p. 892 missing from all scans)",Panjabi MM et al. Spine 1991;16(8):888-901 (same 12 spines as the 1992 paper)
